s1,s2,s3,c1,c2,c3,rank
1,0.860465116,0.976744186,0.9,0.9,0.9125,11
0.70212766,0.914893617,0.978723404,0.9875,0.975,0.9875,11
0.960784314,0.901960784,1,0.9625,0.9125,1,11
0.976190476,0.928571429,0.785714286,0.8125,1,0.8,11
0.952380952,0.952380952,0.619047619,0.75,0.9625,0.7375,11
0.979591837,0.836734694,0.87755102,0.8375,0.925,0.8375,11
0.909090909,0.795454545,0.818181818,0.9875,0.8125,0.8375,11
0.934782609,0.934782609,0.956521739,1,0.975,0.975,11
0.926829268,0.780487805,0.926829268,0.9,0.9625,0.9625,11
0.958333333,0.916666667,0.958333333,0.875,0.975,1,11
0.840909091,0.863636364,0.954545455,0.95,0.825,0.975,11
0.933333333,0.933333333,0.977777778,0.925,0.7,0.9875,11
0.931818182,0.681818182,0.863636364,0.95,0.9875,0.7875,11
1,0.88372093,0.930232558,0.8875,0.8,0.95,11
0.958333333,0.8125,0.854166667,0.9125,0.9125,0.7875,11
0.954545455,0.886363636,0.954545455,0.825,1,0.925,11
0.934782609,0.934782609,0.956521739,0.95,0.825,1,11
0.980392157,0.666666667,0.901960784,0.725,0.875,0.85,11
1,0.875,0.5625,0.85,0.7625,0.7375,11
0.772727273,0.977272727,0.636363636,1,0.7875,0.7625,11
0.921052632,0.921052632,0.552631579,0.975,0.95,0.7,11
0.913043478,0.891304348,0.97826087,1,0.975,0.9375,11
0.682926829,0.682926829,0.707317073,0.9,0.925,0.95,11
0.95,0.825,1,0.95,0.825,1,11
0.955555556,0.888888889,0.933333333,0.975,0.8125,0.975,11
0.923076923,0.884615385,0.980769231,1,1,0.9875,11
0.957446809,0.595744681,0.553191489,0.9375,0.975,0.65,11
0.954545455,0.886363636,0.909090909,0.925,0.9375,0.9625,11
0.923076923,0.897435897,0.846153846,1,0.9625,0.7875,11
0.96,0.82,0.78,0.8375,0.975,0.75,11
0.952380952,0.666666667,0.714285714,0.825,0.975,0.7875,11
0.795454545,0.795454545,0.636363636,0.925,0.95,0.725,11
0.976190476,0.80952381,0.928571429,0.95,0.95,0.95,11
1,0.888888889,0.733333333,0.9125,0.7625,0.8125,11
1,0.906976744,0.906976744,1,0.975,0.95,11
0.829268293,0.853658537,0.731707317,0.9375,0.875,0.775,11
0.923076923,0.871794872,0.846153846,0.925,1,0.875,11
0.930232558,0.930232558,0.953488372,0.9375,0.925,0.9625,11
0.97826087,0.956521739,0.869565217,0.9875,0.925,0.85,11
0.85106383,0.723404255,0.638297872,0.9,0.8375,0.775,11
0.916666667,0.9375,1,0.9,0.8875,0.975,11
0.916666667,0.895833333,0.583333333,0.75,0.975,0.6875,11
0.85106383,0.85106383,0.85106383,0.8875,0.9875,0.9375,11
0.979591837,0.93877551,0.714285714,0.8875,0.8,0.75,11
0.755555556,0.911111111,1,1,0.9875,0.9875,11
0.833333333,0.944444444,0.944444444,0.9375,1,0.925,11
0.880952381,0.952380952,0.976190476,0.8625,0.9125,0.9625,11
0.958333333,0.833333333,0.979166667,0.85,0.9,1,11
0.875,0.895833333,1,0.9875,0.9,1,11
0.955555556,0.955555556,0.933333333,0.9875,0.9625,0.9875,11
0.957446809,0.85106383,0.914893617,0.9,0.7125,0.95,11
1,0.857142857,0.952380952,0.9,1,0.9625,11
0.959183673,0.93877551,0.87755102,0.9875,0.9875,0.8,11
0.886363636,0.931818182,0.613636364,0.925,0.9875,0.7375,11
0.926829268,0.804878049,0.902439024,0.925,0.975,0.8375,11
0.87804878,0.804878049,0.780487805,0.9875,0.9875,0.8125,11
0.930232558,0.720930233,0.930232558,0.95,0.8125,0.9,11
0.886363636,0.886363636,0.840909091,0.8375,0.9625,0.8375,11
0.934782609,0.956521739,0.956521739,0.9625,0.9,0.9875,11
0.955555556,0.688888889,0.977777778,0.9875,0.8625,1,11
0.98,0.86,0.88,1,0.85,0.95,11
0.9,0.74,0.82,0.8875,0.9875,0.8125,11
0.808510638,0.872340426,0.723404255,0.925,0.9375,0.8625,11
1,0.953488372,0.88372093,0.825,0.925,0.8375,11
1,0.886363636,0.954545455,0.925,0.6125,0.975,11
0.909090909,0.840909091,0.795454545,0.975,0.8375,0.8625,11
0.952380952,0.928571429,1,0.8375,0.975,0.95,11
0.733333333,0.844444444,1,0.9625,0.975,0.9875,11
1,0.955555556,0.866666667,0.9625,0.9875,0.8125,11
0.958333333,0.854166667,0.958333333,0.95,0.9375,1,11
1,0.895833333,0.625,0.8875,0.9,0.6625,11
0.891304348,0.869565217,1,0.9125,0.925,1,11
1,0.933333333,1,0.9375,0.9875,1,11
1,0.739130435,0.913043478,0.9125,0.9125,0.95,11
0.936170213,0.872340426,0.978723404,0.9625,0.9875,0.975,11
0.956521739,0.913043478,0.630434783,0.875,0.9875,0.75,11
0.909090909,0.681818182,1,1,0.975,1,11
0.926829268,0.951219512,0.926829268,0.9625,0.975,0.8875,11
0.860465116,0.953488372,0.720930233,0.95,0.9625,0.85,11
1,0.829787234,1,0.9625,0.675,0.9,11
0.954545455,0.727272727,0.840909091,0.875,0.975,0.875,11
1,0.680851064,0.829787234,0.95,0.9875,0.825,11
0.875,0.8125,0.979166667,0.9625,0.8625,0.9625,11
0.888888889,0.777777778,0.733333333,0.775,0.9625,0.725,11
0.886363636,0.840909091,0.863636364,0.85,0.9125,0.9,11
0.857142857,0.928571429,1,0.925,0.825,1,11
1,0.8125,0.770833333,0.95,0.925,0.8125,11
0.934782609,0.869565217,0.97826087,0.975,0.975,0.975,11
0.976190476,0.976190476,0.928571429,0.8375,0.85,0.85,11
0.891304348,0.891304348,0.934782609,0.9625,0.9875,0.975,11
0.928571429,0.952380952,0.880952381,0.9375,0.9625,0.7375,11
0.916666667,0.791666667,0.8125,0.8,0.8125,0.8,11
0.88,0.86,0.96,0.9375,0.975,1,11
0.891304348,0.847826087,0.97826087,0.975,1,0.975,11
0.9375,0.895833333,0.9375,0.9625,1,0.9375,11
0.928571429,0.880952381,0.833333333,0.9125,0.9875,0.8125,11
0.977777778,0.977777778,1,0.8875,0.9625,0.95,11
0.951219512,0.975609756,0.951219512,0.9875,0.8375,1,11
0.804878049,0.87804878,0.487804878,0.6625,0.9125,0.7375,11
0.97826087,0.956521739,0.413043478,1,1,0.675,11
0.891304348,0.891304348,0.956521739,0.9125,0.9125,0.9625,11
0.9375,0.875,0.666666667,0.875,0.9875,0.675,11
0.97826087,0.739130435,0.543478261,0.875,0.9875,0.675,11
0.744186047,0.930232558,0.697674419,0.9625,0.6875,0.775,11
0.888888889,0.933333333,0.955555556,0.9375,0.85,0.9625,11
0.930232558,0.930232558,1,0.8,0.8375,0.9625,11
0.56,0.74,0.52,0.775,0.7625,0.7875,11
0.926829268,0.853658537,0.975609756,0.85,0.775,1,11
0.930232558,1,0.930232558,0.8375,0.975,0.8625,11
0.952380952,0.785714286,0.976190476,0.925,1,1,11
1,0.75,0.5,1,0.8375,0.7375,11
0.977272727,0.886363636,1,0.9625,0.8125,1,11
1,0.933333333,1,0.875,1,0.975,11
1,0.953488372,0.976744186,0.9375,0.9,1,11
0.893617021,0.936170213,0.872340426,0.8625,0.975,0.725,11
0.978723404,0.936170213,0.978723404,0.9125,0.8,0.925,11
1,0.860465116,0.813953488,0.875,0.65,0.7875,11
0.857142857,0.87755102,0.795918367,0.875,0.9625,0.85,11
1,0.978723404,0.914893617,0.9,0.8375,0.7625,11
0.97826087,0.869565217,0.913043478,0.9625,0.9375,0.95,11
0.795454545,0.840909091,0.681818182,1,0.9875,0.7125,11
0.87755102,0.897959184,1,0.8,0.9625,1,11
0.9375,0.833333333,0.875,0.85,0.9875,0.8625,11
0.760869565,0.869565217,0.891304348,0.9125,0.6,0.9,11
0.928571429,0.761904762,1,0.9375,0.8625,1,11
0.909090909,0.863636364,0.863636364,0.85,0.95,0.8375,11
0.913043478,0.934782609,0.97826087,0.95,0.9625,0.975,11
1,0.864864865,0.702702703,1,0.7125,0.875,11
1,0.87804878,1,0.9375,0.8125,0.9375,11
0.785714286,1,0.69047619,0.825,0.9875,0.6375,11
0.847826087,0.826086957,0.673913043,1,1,0.75,11
0.97826087,0.826086957,0.97826087,0.8875,0.725,0.975,11
0.930232558,0.837209302,0.953488372,0.975,0.925,0.9875,11
1,0.87804878,0.87804878,0.925,1,0.8375,11
0.977272727,0.909090909,0.954545455,1,1,0.9625,11
0.959183673,0.795918367,0.714285714,0.9875,1,0.8625,11
0.888888889,0.777777778,0.555555556,0.6875,0.8875,0.625,11
1,0.952380952,0.952380952,0.9125,0.95,0.9125,11
0.956521739,0.804347826,0.869565217,0.8625,0.8625,0.825,11
0.894736842,0.842105263,1,0.95,0.7875,0.975,11
1,0.902439024,1,0.85,0.975,1,11
1,0.585365854,1,0.925,0.925,0.975,11
0.911111111,0.888888889,0.977777778,0.9625,0.975,0.9875,11
0.891304348,0.956521739,0.891304348,1,0.9125,0.9625,11
0.977272727,0.977272727,1,0.925,0.95,1,11
0.913043478,0.891304348,0.413043478,0.8375,0.975,0.6,11
0.88372093,0.976744186,0.976744186,0.9625,0.9625,0.925,11
0.87804878,0.926829268,0.975609756,0.9625,0.9125,1,11
0.918367347,0.755102041,0.959183673,0.85,0.8125,0.95,11
0.977777778,0.755555556,0.955555556,0.925,0.9875,0.9875,11
1,0.933333333,1,0.925,0.9625,1,11
1,0.886363636,0.409090909,1,0.9125,0.6375,11
1,0.837209302,0.604651163,0.85,0.775,0.7375,11
0.95,0.925,0.875,0.725,0.9125,0.9,11
0.913043478,0.891304348,1,0.825,0.975,0.975,11
0.958333333,0.9375,0.895833333,1,0.8625,0.9625,11
0.658536585,0.829268293,0.926829268,1,0.9,0.9875,11
0.958333333,0.8125,0.416666667,0.9625,0.9,0.6625,11
0.977777778,0.733333333,0.977777778,0.9875,0.8375,0.9875,11
0.909090909,0.977272727,0.659090909,0.7625,1,0.775,11
0.513513514,0.810810811,0.513513514,0.55,0.8875,0.5125,11
0.978723404,0.829787234,0.872340426,0.9375,0.9875,0.9375,11
1,1,1,0.7875,0.9875,1,11
0.9,0.84,0.44,0.9875,0.975,0.6625,11
0.911111111,0.888888889,0.955555556,1,0.9875,0.9625,11
0.904761905,0.952380952,0.80952381,1,0.575,0.8625,11
0.909090909,0.977272727,0.886363636,1,0.7875,0.925,11
0.976744186,0.837209302,0.860465116,0.9875,0.8125,0.975,11
0.869565217,0.891304348,0.826086957,0.9375,0.9,0.85,11
0.87755102,0.897959184,0.816326531,0.8875,1,0.7875,11
1,0.760869565,0.717391304,0.9875,0.625,0.7125,11
0.958333333,0.916666667,0.895833333,0.9125,0.975,0.8375,11
0.826086957,0.826086957,0.804347826,0.925,0.8625,0.675,11
0.644444444,0.666666667,0.355555556,0.6125,0.9625,0.6125,11
0.571428571,0.80952381,0.428571429,0.5,0.75,0.6375,11
0.977777778,0.955555556,1,0.975,0.9875,1,11
0.9375,0.8125,0.9375,0.95,0.825,0.9,11
0.934782609,0.760869565,0.97826087,0.975,1,1,11
0.930232558,0.76744186,0.953488372,1,0.9625,0.9875,11
0.941176471,0.862745098,0.470588235,0.9875,0.8625,0.725,11
0.893617021,0.680851064,0.787234043,0.9875,0.8,0.8625,11
1,0.84,0.74,0.95,0.95,0.7875,11
0.888888889,0.933333333,0.933333333,1,0.975,0.9625,11
0.860465116,0.930232558,0.604651163,0.9,0.9375,0.6375,11
1,0.85,0.975,1,0.9875,1,11
0.954545455,0.931818182,0.818181818,0.95,0.95,0.8625,11
0.904761905,0.80952381,0.738095238,1,0.9625,0.85,11
0.916666667,0.895833333,0.979166667,0.8625,0.9875,0.975,11
0.948717949,0.871794872,0.948717949,1,0.9,0.9625,11
0.888888889,0.911111111,0.822222222,0.925,0.95,0.7625,11
0.891891892,0.891891892,0.891891892,0.975,0.975,0.9,11
0.829787234,0.765957447,0.70212766,0.9,0.9,0.825,11
0.978723404,0.978723404,0.957446809,0.8375,0.9625,0.975,11
1,0.76744186,0.976744186,0.925,0.9,0.8875,11
0.891304348,0.913043478,0.891304348,0.9125,0.9125,0.95,11
1,0.866666667,1,0.975,0.65,1,11
0.978723404,0.957446809,0.957446809,0.95,0.825,0.9875,11
0.926829268,0.926829268,0.707317073,0.8625,0.975,0.8125,11
0.928571429,0.880952381,1,0.9625,0.725,0.9875,11
1,0.891304348,0.97826087,0.9,0.9625,0.925,11
0.888888889,0.911111111,0.822222222,0.9625,0.875,0.7,11
0.928571429,0.69047619,0.785714286,0.8375,0.9375,0.75,11
0.976190476,0.785714286,0.976190476,0.9125,1,0.95,11
0.911111111,0.844444444,0.355555556,0.6,0.9375,0.6625,11
0.85,0.975,0.825,0.975,0.725,0.8,11
0.9375,0.875,0.833333333,0.85,0.9,0.775,11
0.902439024,0.829268293,0.56097561,0.8625,0.975,0.8,11
0.948717949,0.58974359,0.974358974,0.925,0.6125,0.95,11
0.872340426,0.893617021,0.638297872,0.85,0.825,0.625,11
0.869565217,0.913043478,0.956521739,0.9375,0.85,0.9125,11
0.921052632,0.947368421,0.526315789,0.925,0.9375,0.6625,11
0.977272727,0.909090909,0.681818182,0.9125,0.9875,0.7125,11
0.826086957,0.826086957,0.804347826,0.875,1,0.7625,11
0.977272727,0.977272727,0.886363636,0.95,0.9375,0.8125,11
0.808510638,0.85106383,0.957446809,0.9125,0.9375,0.925,11
1,0.755102041,0.448979592,0.9375,0.95,0.675,11
1,0.948717949,1,0.8125,0.825,0.975,11
0.918367347,0.87755102,0.795918367,1,0.6625,0.8625,11
0.916666667,0.833333333,0.520833333,0.825,0.8625,0.675,11
0.956521739,0.934782609,1,0.9375,0.975,0.9375,11
0.772727273,0.909090909,0.931818182,0.9375,0.85,0.9875,11
0.902439024,0.804878049,0.731707317,0.9625,1,0.875,11
0.933333333,0.844444444,0.977777778,0.8625,0.9625,0.9375,11
0.978723404,0.914893617,0.489361702,1,0.8875,0.65,11
0.854166667,0.875,0.9375,0.975,0.975,0.8875,11
0.954545455,0.954545455,0.795454545,0.95,1,0.8875,11
1,0.857142857,0.69047619,1,0.8875,0.825,11
0.956521739,0.913043478,1,1,0.825,1,11
0.933333333,0.866666667,0.577777778,0.95,1,0.675,11
0.891304348,0.891304348,0.891304348,0.9,0.95,1,11
0.933333333,0.888888889,0.688888889,1,0.825,0.75,11
0.666666667,0.666666667,0.955555556,0.9125,0.925,0.9875,11
0.860465116,0.627906977,0.906976744,0.9125,0.8125,0.85,11
0.869565217,0.891304348,0.760869565,0.9,0.9,0.7375,11
0.955555556,0.644444444,0.6,0.95,0.9375,0.7,11
0.976744186,0.813953488,1,0.8875,0.975,0.9625,11
1,0.75,0.725,0.8,0.9,0.8625,11
0.872340426,0.765957447,0.85106383,0.7875,0.9875,0.775,11
0.977272727,0.977272727,1,0.8875,0.9125,0.9625,11
0.977272727,0.931818182,0.977272727,0.875,0.825,0.975,11
0.782608696,0.97826087,0.956521739,1,0.9,1,11
0.978723404,0.893617021,1,1,0.9375,1,11
0.75,0.925,0.775,0.6125,0.9375,0.775,11
0.926829268,0.902439024,0.902439024,0.9,0.925,0.9,11
0.931818182,0.863636364,1,1,0.95,1,11
0.98,0.78,0.92,0.975,0.9875,0.9875,11
0.975,0.825,0.6,0.975,0.9125,0.7375,11
1,0.55,0.8,0.95,0.95,0.8,11
0.934782609,0.760869565,0.782608696,0.975,1,0.825,11
0.977777778,0.933333333,1,0.875,1,1,11
0.909090909,0.75,0.75,0.8875,0.9625,0.8875,11
0.770833333,0.770833333,0.875,0.8125,0.975,0.7875,11
0.954545455,0.863636364,0.909090909,0.8875,0.9875,0.9375,11
0.933333333,0.933333333,0.622222222,0.8875,1,0.6875,11
1,0.930232558,1,1,0.75,0.9875,11
0.904761905,0.928571429,0.904761905,0.9,0.975,0.8375,11
0.880952381,0.595238095,1,0.9625,0.9875,1,11
0.955555556,0.622222222,0.888888889,0.85,0.8875,0.875,11
0.916666667,0.729166667,0.875,0.8375,0.95,0.8,11
0.916666667,0.895833333,1,0.9125,0.9875,1,11
0.931818182,0.795454545,0.704545455,0.975,0.95,0.8125,11
0.857142857,0.928571429,1,1,1,1,11
0.863636364,0.931818182,0.613636364,0.9125,0.975,0.6875,11
0.97826087,0.891304348,1,0.975,1,1,11
1,0.863636364,1,0.825,0.9625,0.9625,11
1,0.913043478,0.739130435,0.8875,0.9,0.7125,11
0.893617021,0.936170213,1,0.8625,0.95,0.9875,11
0.951219512,0.951219512,0.926829268,0.9625,1,1,11
0.829268293,0.780487805,0.804878049,0.9875,0.9875,0.7375,11
0.979591837,0.836734694,1,0.8375,0.9375,0.875,11
0.957446809,0.957446809,1,0.8625,0.85,0.9875,11
0.957446809,0.914893617,0.829787234,0.975,0.9875,0.9125,11
1,0.777777778,1,0.8375,0.9625,0.975,11
0.88372093,0.744186047,1,0.9625,0.9625,1,11
0.904761905,0.880952381,0.904761905,0.85,0.975,0.875,11
0.952380952,0.785714286,0.976190476,0.9625,0.9875,1,11
0.739130435,0.891304348,0.97826087,1,1,1,11
0.926829268,0.87804878,0.853658537,0.825,0.7125,0.8875,11
0.956521739,0.630434783,1,0.9625,0.975,1,11
0.931818182,0.954545455,0.545454545,0.9,0.85,0.7125,11
0.911111111,0.911111111,0.911111111,0.9875,0.95,0.8875,11
0.958333333,0.958333333,0.916666667,0.8125,0.9625,0.8125,11
0.928571429,0.761904762,0.833333333,0.85,0.9875,0.875,11
0.928571429,0.738095238,0.952380952,0.95,0.9625,1,11
0.933333333,0.866666667,0.911111111,0.975,0.9875,0.85,11
0.847826087,0.934782609,1,0.975,0.9875,0.9875,11
0.902439024,0.926829268,0.707317073,0.825,0.9875,0.8625,11
0.977777778,0.977777778,0.4,0.8625,0.9875,0.6375,11
0.833333333,0.880952381,0.976190476,0.925,0.975,1,11
0.934782609,0.869565217,0.869565217,1,0.775,0.8875,11
0.777777778,0.755555556,0.955555556,0.8375,0.8375,0.9875,11
0.744186047,0.930232558,1,0.8625,0.8625,0.9875,11
0.951219512,0.975609756,0.756097561,0.9375,0.9875,0.8375,11
0.948717949,0.897435897,1,0.975,1,0.975,11
0.977272727,0.886363636,0.977272727,0.825,0.875,0.9,11
1,0.894736842,0.868421053,1,0.975,0.8875,11
0.909090909,0.909090909,0.954545455,0.9375,0.925,0.95,11
0.934782609,0.913043478,0.782608696,0.925,0.9875,0.85,11
1,0.822222222,0.955555556,0.8375,0.725,0.975,11
0.833333333,0.880952381,0.785714286,1,0.7,0.825,11
1,0.880952381,0.928571429,0.8375,0.9,0.9875,11
1,0.945945946,0.972972973,0.775,0.8875,0.9875,11
0.872340426,0.978723404,0.914893617,0.925,0.975,0.925,11
0.931818182,1,1,1,1,0.9625,11
1,0.977272727,0.818181818,0.925,0.975,0.925,11
0.911111111,0.866666667,0.955555556,0.95,1,0.95,11
0.914893617,0.85106383,0.978723404,0.8625,0.9875,0.9875,11
0.97826087,0.913043478,1,0.875,0.9375,1,11
0.847826087,0.97826087,0.804347826,1,0.925,0.825,11
0.931818182,0.931818182,0.954545455,0.925,0.975,0.9375,11
0.891304348,0.847826087,0.913043478,0.9375,0.7625,1,11
0.795454545,0.795454545,0.863636364,0.8875,0.95,0.8,11
0.978723404,0.914893617,0.957446809,0.95,0.8,0.975,11
0.92,0.94,0.66,0.95,0.975,0.7125,11
0.95,0.85,0.625,0.8625,0.9625,0.6375,11
0.952380952,0.904761905,1,0.9375,1,1,11
0.836734694,0.897959184,0.93877551,0.8875,0.9375,1,11
0.978723404,0.893617021,0.829787234,0.9875,0.95,0.75,11
0.904761905,0.904761905,0.833333333,1,0.9875,0.875,11
0.96,0.96,0.92,0.825,0.975,0.9125,11
0.933333333,0.977777778,0.8,0.9375,0.9625,0.9125,11
0.956521739,0.956521739,0.956521739,0.875,1,0.925,11
0.87804878,0.829268293,0.658536585,0.925,0.8625,0.8375,11
0.891891892,0.972972973,0.972972973,0.85,0.9,0.9625,11
0.901960784,0.901960784,0.764705882,1,0.9625,0.75,11
1,0.972972973,1,0.8875,0.8625,0.9875,11
0.957446809,0.85106383,0.723404255,0.925,0.9875,0.825,11
0.9375,0.958333333,0.895833333,1,0.9,0.8,11
0.911111111,0.888888889,0.755555556,0.9375,1,0.8875,11
1,0.780487805,1,0.9125,0.9875,0.975,11
0.976190476,0.80952381,1,0.9375,0.925,0.9875,11
0.8125,0.979166667,0.916666667,0.975,0.95,0.9125,11
0.826086957,0.826086957,0.782608696,0.8625,1,0.725,11
0.837209302,0.953488372,0.697674419,0.7875,0.925,0.6875,11
0.75,0.909090909,0.840909091,0.9,0.8125,0.775,11
1,0.837209302,0.465116279,0.9125,0.9375,0.6375,11
1,0.5,1,0.9625,0.875,0.9875,11
