s1,s2,s3,c1,c2,c3,rank
0.934782609,0.847826087,0.97826087,0.95,0.9,0.975,11
1,0.666666667,0.777777778,0.9625,0.9625,0.8125,11
0.933333333,0.844444444,0.644444444,0.9875,0.9875,0.7125,11
0.744680851,0.638297872,1,0.975,1,0.9625,11
0.97826087,0.869565217,0.543478261,0.675,0.825,0.65,11
0.913043478,0.739130435,0.847826087,0.8625,0.9375,0.925,11
0.78,0.74,0.96,0.9,0.95,0.9625,11
0.863636364,0.863636364,0.954545455,0.925,0.975,0.9625,11
0.857142857,0.591836735,0.755102041,0.725,0.9875,0.6875,11
0.953488372,0.813953488,0.953488372,0.8375,0.875,0.975,11
0.609756098,0.853658537,0.43902439,0.6625,0.85,0.575,11
0.954545455,0.863636364,0.977272727,0.725,0.7375,0.9125,11
0.976190476,0.976190476,0.976190476,0.9125,0.9625,0.9375,11
0.955555556,0.622222222,1,0.85,0.9625,0.975,11
1,0.914893617,1,0.95,0.9125,1,11
0.976744186,0.88372093,0.976744186,0.8375,0.975,0.975,11
0.891891892,0.864864865,0.513513514,0.8375,0.9125,0.725,11
1,0.959183673,0.469387755,0.975,0.9875,0.6875,11
0.777777778,0.955555556,1,0.9125,0.975,1,11
0.930232558,0.953488372,0.720930233,0.8625,0.9375,0.9,11
0.97826087,0.934782609,1,0.875,1,0.975,11
0.906976744,0.76744186,0.976744186,0.9375,0.95,0.9875,11
0.844444444,0.888888889,0.755555556,0.9875,0.9625,0.7625,11
0.976744186,0.697674419,0.976744186,0.9625,0.8375,0.9875,11
0.9375,0.854166667,0.895833333,0.8875,0.9625,0.875,11
0.930232558,0.906976744,0.976744186,1,0.7875,0.95,11
0.875,0.875,1,0.9625,0.9375,0.9625,11
1,0.930232558,1,0.975,0.9125,1,11
0.954545455,0.909090909,0.863636364,0.9625,0.975,0.8875,11
0.882352941,0.960784314,0.901960784,0.9625,0.9,0.85,11
0.933333333,0.733333333,0.844444444,0.9125,0.85,0.775,11
0.934782609,0.913043478,0.891304348,0.925,1,0.9375,11
0.829787234,0.936170213,0.914893617,0.9,0.9875,0.95,11
1,0.954545455,0.977272727,0.9875,0.5625,1,11
0.863636364,0.772727273,0.863636364,0.875,0.9625,0.925,11
0.954545455,0.863636364,0.863636364,0.95,0.9875,0.95,11
0.977777778,0.888888889,1,0.9625,0.9,1,11
0.959183673,0.897959184,0.959183673,0.9875,0.8875,1,11
1,0.951219512,0.829268293,0.95,0.8875,0.9,11
1,0.818181818,1,0.8125,0.9875,0.9875,11
0.847826087,0.826086957,0.695652174,1,0.95,0.6125,11
0.955555556,0.911111111,0.711111111,0.925,1,0.675,11
1,0.604651163,0.581395349,0.9,0.9875,0.6875,11
0.977272727,0.840909091,0.659090909,0.875,0.7875,0.7125,11
0.85106383,0.744680851,0.574468085,0.9,0.9375,0.7,11
0.627906977,0.813953488,1,0.9,0.95,0.9875,11
1,0.959183673,0.734693878,0.9,0.7125,0.7,11
0.952380952,0.952380952,0.642857143,0.9,0.9625,0.8625,11
0.85106383,0.957446809,0.70212766,0.9375,0.9,0.725,11
0.95,0.925,0.825,0.9875,0.8125,0.8875,11
0.813953488,0.930232558,0.930232558,0.95,0.875,0.85,11
1,0.808510638,0.829787234,0.925,0.9625,0.9125,11
1,1,0.761904762,0.8875,0.8625,0.85,11
0.88372093,0.953488372,0.953488372,0.8125,0.8875,0.9875,11
0.891304348,0.869565217,0.97826087,0.9625,0.85,0.975,11
0.957446809,0.893617021,0.553191489,0.775,0.8875,0.6375,11
0.56097561,0.780487805,0.56097561,0.5875,0.975,0.5875,11
0.957446809,0.85106383,0.617021277,0.8875,0.8875,0.6625,11
0.891304348,0.630434783,0.565217391,0.975,0.9125,0.8,11
0.895833333,0.916666667,0.583333333,0.9125,0.85,0.6625,11
0.720930233,0.837209302,0.651162791,1,0.575,0.675,11
0.913043478,0.869565217,0.869565217,0.7,0.725,0.7125,11
0.921052632,0.973684211,0.842105263,0.825,0.85,0.95,11
0.953488372,0.88372093,1,0.9375,0.8875,0.9875,11
0.857142857,0.959183673,0.93877551,0.95,0.975,0.9875,11
0.731707317,0.87804878,0.926829268,0.95,0.925,0.975,11
0.755555556,0.888888889,0.977777778,0.825,1,1,11
0.863636364,0.681818182,0.818181818,0.775,0.6,0.875,11
0.930232558,0.906976744,0.860465116,0.9625,0.95,0.775,11
0.975,0.6,0.9,0.9125,0.5375,0.8625,11
0.956521739,0.934782609,1,0.975,0.9,1,11
1,0.977272727,1,1,0.9375,0.9875,11
0.955555556,0.711111111,0.866666667,0.975,1,0.8,11
0.866666667,0.911111111,0.866666667,0.9375,0.875,0.875,11
1,0.886363636,0.931818182,0.9375,0.975,0.9,11
0.813953488,0.813953488,0.930232558,0.9125,0.95,0.9,11
0.872340426,0.787234043,0.978723404,0.8375,0.8125,0.9625,11
0.866666667,0.977777778,0.666666667,0.9125,0.9875,0.8,11
0.958333333,0.916666667,0.583333333,0.9,0.85,0.6,11
0.875,0.895833333,0.895833333,0.9625,0.9875,1,11
0.791666667,0.729166667,0.458333333,0.8875,0.9125,0.7375,11
1,0.909090909,0.772727273,0.9125,0.95,0.75,11
0.9375,0.9375,0.375,0.9875,0.95,0.675,11
0.916666667,0.875,0.416666667,0.8875,0.975,0.6375,11
0.880952381,0.785714286,0.976190476,0.8875,1,0.9625,11
0.976190476,0.880952381,1,0.8125,0.8875,0.975,11
0.975609756,0.853658537,0.975609756,1,0.9,1,11
0.931818182,0.931818182,0.818181818,0.875,0.975,0.875,11
0.837209302,0.88372093,0.418604651,0.9625,0.9875,0.6875,11
0.825,0.875,0.575,0.9,0.9875,0.6625,11
0.97826087,0.913043478,0.782608696,1,0.9125,0.7625,11
0.913043478,0.869565217,0.869565217,0.975,0.7625,0.85,11
0.85106383,0.978723404,1,0.9375,1,1,11
0.916666667,0.916666667,0.666666667,1,0.9875,0.7625,11
0.976744186,0.720930233,1,0.95,0.9625,1,11
0.86,0.8,0.84,0.875,0.975,0.875,11
0.976744186,0.953488372,1,1,0.9375,1,11
0.833333333,0.976190476,0.952380952,0.875,0.925,0.95,11
0.913043478,0.913043478,0.760869565,0.775,0.975,0.775,11
0.936170213,0.957446809,0.468085106,0.9625,0.975,0.6875,11
0.765957447,0.957446809,0.914893617,0.9875,0.9875,0.925,11
1,0.891304348,0.956521739,0.975,0.85,0.925,11
0.95,0.925,1,1,0.6125,1,11
0.816326531,0.87755102,0.836734694,0.9,0.9625,0.6625,11
0.543478261,0.804347826,0.543478261,0.675,0.925,0.675,11
0.953488372,0.976744186,0.953488372,0.9,0.7625,0.775,11
1,0.916666667,0.8125,0.825,1,0.85,11
0.872340426,0.936170213,0.659574468,0.9125,1,0.6875,11
0.780487805,0.780487805,0.951219512,0.9375,0.85,0.9875,11
0.872340426,0.936170213,0.936170213,0.7375,0.925,0.975,11
0.977777778,0.533333333,1,0.9375,0.9125,1,11
1,0.755102041,0.755102041,0.9125,0.725,0.825,11
0.895833333,0.958333333,0.8125,0.925,0.9375,0.825,11
0.844444444,0.955555556,1,0.8125,1,0.9625,11
0.911111111,0.911111111,0.866666667,0.95,0.8875,0.8625,11
0.930232558,0.930232558,0.837209302,0.9125,0.975,0.9125,11
0.977272727,0.954545455,0.977272727,0.9875,0.9375,1,11
0.9375,0.895833333,0.958333333,0.9,1,0.975,11
0.976190476,0.928571429,1,0.9,0.9125,1,11
0.840909091,0.727272727,0.909090909,0.7875,0.8625,0.8375,11
0.975,0.875,0.975,0.9625,0.875,0.975,11
0.826086957,0.934782609,0.956521739,0.875,0.875,0.9625,11
0.893617021,0.872340426,0.872340426,0.8875,0.9875,0.8875,11
0.911111111,0.955555556,0.888888889,0.9125,0.9875,0.925,11
0.936170213,0.829787234,0.70212766,0.8375,0.9625,0.775,11
0.88372093,0.953488372,0.953488372,0.95,1,0.975,11
1,0.928571429,0.571428571,0.9875,0.975,0.7375,11
0.913043478,0.913043478,0.739130435,0.925,0.8625,0.8125,11
0.976744186,0.813953488,1,0.9625,0.95,0.975,11
0.916666667,0.875,0.5,0.85,0.825,0.6875,11
0.9,0.94,0.54,0.8875,0.9875,0.6625,11
1,0.891304348,0.847826087,0.9875,0.9125,0.9625,11
0.97826087,0.630434783,0.826086957,0.9375,0.85,0.9375,11
0.976190476,0.80952381,0.880952381,0.875,0.9625,0.875,11
0.788461538,0.673076923,0.442307692,0.7375,0.7375,0.5625,11
0.85106383,0.829787234,0.787234043,0.8875,0.875,0.775,11
1,0.930232558,0.930232558,0.9625,0.85,0.95,11
1,0.853658537,0.414634146,0.95,0.7875,0.6375,11
0.931818182,0.818181818,0.704545455,0.9125,0.9875,0.7125,11
0.869565217,0.760869565,0.891304348,0.875,0.95,0.9125,11
0.888888889,0.822222222,0.977777778,0.9875,0.975,0.95,11
0.921568627,0.941176471,0.941176471,0.85,0.6625,0.975,11
0.952380952,0.857142857,0.738095238,0.975,0.7125,0.75,11
0.92,0.96,0.94,1,0.9125,0.9625,11
0.953488372,0.930232558,1,0.85,0.975,0.9875,11
0.785714286,0.642857143,0.928571429,0.875,0.7375,0.8875,11
0.951219512,0.756097561,0.853658537,0.8625,0.8125,0.8875,11
0.914893617,0.872340426,0.510638298,0.975,0.9875,0.675,11
0.888888889,0.933333333,0.977777778,0.9875,0.875,0.9875,11
1,0.777777778,0.4,0.85,0.8625,0.625,11
0.886363636,0.954545455,0.795454545,0.7875,0.9375,0.775,11
0.952380952,0.928571429,0.976190476,0.8625,0.975,1,11
0.977777778,0.955555556,0.6,0.975,0.7,0.775,11
0.82,0.92,0.78,1,0.7625,0.75,11
0.955555556,0.755555556,0.777777778,0.95,0.8375,0.825,11
0.897959184,0.897959184,0.551020408,0.7875,0.625,0.6375,11
0.913043478,0.956521739,1,0.9875,0.8625,1,11
0.98,0.9,0.94,0.9625,0.9875,0.9625,11
0.930232558,0.813953488,0.976744186,0.85,0.975,1,11
1,0.936170213,0.978723404,1,0.925,1,11
0.954545455,0.954545455,0.977272727,0.875,0.85,0.975,11
1,0.731707317,1,0.9,0.9625,1,11
0.9375,0.75,0.958333333,0.95,1,1,11
0.829787234,0.787234043,0.574468085,0.875,0.95,0.725,11
0.933333333,0.822222222,0.644444444,0.9875,0.925,0.7875,11
0.934782609,0.869565217,0.847826087,0.95,0.95,0.925,11
0.826086957,0.869565217,0.5,0.825,0.85,0.6375,11
0.872340426,0.957446809,0.638297872,0.9875,0.75,0.7875,11
0.913043478,0.652173913,1,0.925,0.725,0.975,11
0.893617021,0.936170213,1,0.95,1,1,11
0.891304348,0.97826087,0.760869565,0.9125,0.8,0.7625,11
0.975,0.925,0.675,0.825,0.95,0.8,11
1,0.933333333,1,0.9625,0.9625,0.9875,11
0.833333333,0.880952381,0.952380952,0.925,0.8875,0.925,11
0.808510638,0.872340426,0.574468085,0.9125,0.975,0.6875,11
0.88372093,0.76744186,0.860465116,1,0.9625,0.8,11
0.977777778,0.955555556,1,0.925,0.925,1,11
0.868421053,0.789473684,0.789473684,0.9375,0.95,0.875,11
0.918367347,0.959183673,0.836734694,0.9125,0.9875,0.925,11
0.785714286,0.976190476,0.976190476,0.925,0.9125,0.8125,11
0.977777778,0.977777778,0.6,0.85,0.95,0.725,11
0.888888889,0.933333333,0.888888889,0.9125,0.975,0.8875,11
0.97826087,0.739130435,0.5,0.7875,1,0.6625,11
0.979166667,0.895833333,0.979166667,0.9125,0.975,0.9875,11
0.840909091,0.886363636,0.636363636,0.8,0.9625,0.6625,11
0.911111111,0.888888889,0.8,0.8625,0.975,0.725,11
0.8,0.911111111,0.777777778,0.8625,0.7875,0.8,11
0.978723404,0.659574468,0.936170213,0.85,0.9875,0.95,11
0.847826087,0.891304348,0.891304348,0.925,0.8625,0.925,11
0.955555556,0.822222222,0.733333333,0.9375,0.8625,0.8,11
0.880952381,0.880952381,0.976190476,0.9375,0.9875,1,11
1,0.933333333,0.666666667,0.9875,0.9875,0.775,11
1,0.787234043,1,1,0.975,1,11
1,0.902439024,0.902439024,0.9625,0.9875,0.9375,11
0.893617021,0.914893617,0.723404255,0.85,0.9,0.8625,11
0.958333333,0.895833333,0.958333333,0.975,0.9,0.975,11
0.836734694,0.775510204,0.979591837,0.9375,0.7625,0.9,11
0.904761905,0.80952381,1,0.975,0.925,1,11
0.888888889,0.933333333,1,0.975,0.7625,0.975,11
0.977777778,0.844444444,0.555555556,0.9875,0.9875,0.6625,11
0.933333333,0.888888889,0.911111111,0.825,0.95,0.825,11
0.906976744,0.88372093,0.930232558,0.875,0.7375,1,11
0.886363636,0.75,0.931818182,0.8,0.975,0.975,11
0.914893617,0.744680851,0.914893617,0.875,0.9875,0.875,11
0.85106383,0.808510638,1,0.975,0.875,0.975,11
0.93877551,0.959183673,0.693877551,0.975,0.975,0.7125,11
0.97826087,0.97826087,0.956521739,0.8125,0.8125,0.9375,11
0.914893617,0.893617021,0.425531915,0.9375,0.8875,0.75,11
0.977777778,0.933333333,0.488888889,0.9875,0.9875,0.65,11
0.954545455,0.863636364,0.727272727,0.9875,0.65,0.9,11
1,0.704545455,1,0.85,0.725,0.9875,11
0.553191489,0.723404255,0.595744681,0.725,0.9625,0.725,11
1,0.948717949,0.948717949,0.975,0.9875,1,11
0.909090909,0.931818182,1,0.9625,0.95,0.9625,11
0.886363636,0.863636364,0.818181818,0.8875,0.8,0.7125,11
0.891304348,0.913043478,0.891304348,0.975,0.9875,0.9,11
0.931818182,1,0.977272727,0.9375,1,0.9875,11
0.954545455,0.818181818,0.954545455,0.9125,1,1,11
1,0.734693878,0.87755102,0.7125,0.9,0.9,11
0.833333333,0.80952381,0.857142857,0.9125,0.8,0.8875,11
0.906976744,0.930232558,0.604651163,0.9625,0.875,0.725,11
1,0.906976744,0.953488372,0.975,0.975,0.9875,11
1,0.904761905,0.952380952,1,0.8625,0.8625,11
0.930232558,0.930232558,0.976744186,0.9625,0.975,0.9875,11
0.836734694,0.897959184,0.857142857,0.9125,0.8625,0.8375,11
0.88,0.94,0.98,0.9625,0.9,0.9875,11
0.914893617,0.957446809,0.85106383,0.8125,0.775,0.775,11
0.954545455,0.840909091,0.840909091,0.9625,0.9625,0.85,11
0.926829268,0.780487805,0.902439024,0.9,0.975,0.7375,11
0.976190476,0.785714286,0.833333333,0.9125,0.7875,0.8875,11
0.975609756,0.707317073,0.87804878,0.85,0.85,0.9,11
0.955555556,0.911111111,0.933333333,0.9125,0.8875,0.8875,11
0.880952381,0.904761905,0.928571429,0.825,0.775,0.8625,11
0.844444444,0.888888889,0.466666667,0.95,0.975,0.675,11
0.928571429,0.833333333,0.952380952,0.9125,0.975,0.975,11
0.95,0.8,0.525,0.75,0.6,0.675,11
0.976744186,0.790697674,0.837209302,0.925,0.8125,0.875,11
0.954545455,0.909090909,0.909090909,0.975,0.9,0.975,11
0.925,0.95,0.825,1,0.825,0.9625,11
0.871794872,0.897435897,0.948717949,0.9625,0.925,0.925,11
0.833333333,0.80952381,1,0.7625,1,1,11
0.769230769,0.923076923,1,0.8875,0.9,1,11
0.913043478,0.934782609,0.97826087,0.875,0.825,0.975,11
0.893617021,0.85106383,0.978723404,1,0.925,0.9875,11
1,0.928571429,1,0.825,0.95,1,11
0.953488372,0.906976744,0.720930233,0.9375,0.8875,0.9125,11
0.925,0.775,0.55,0.875,0.7875,0.725,11
0.960784314,0.882352941,0.568627451,0.925,0.925,0.6625,11
0.69047619,0.904761905,0.880952381,0.925,0.9875,0.9875,11
0.904761905,0.619047619,0.952380952,0.9125,0.975,0.85,11
0.9375,0.895833333,0.5625,0.8,0.975,0.6375,11
1,0.863636364,1,0.9625,0.9875,1,11
0.911111111,0.911111111,0.933333333,0.925,0.975,0.9875,11
0.9375,0.833333333,0.875,0.8125,0.95,0.8,11
0.951219512,0.87804878,0.780487805,0.8,0.9125,0.8875,11
0.893617021,1,0.978723404,1,0.975,1,11
1,0.955555556,0.977777778,0.9875,0.95,1,11
0.978723404,0.723404255,0.85106383,0.8875,0.9875,0.8625,11
1,0.886363636,0.772727273,0.95,0.9125,0.775,11
0.926829268,0.87804878,0.975609756,0.875,0.9125,0.95,11
0.888888889,0.866666667,1,1,0.975,0.9875,11
0.914893617,0.957446809,0.957446809,0.9375,0.9875,0.9375,11
0.933333333,0.911111111,0.6,0.95,0.975,0.8375,11
0.860465116,0.860465116,0.813953488,0.7875,0.9,0.7375,11
0.956521739,0.891304348,0.97826087,1,0.8625,1,11
0.772727273,0.863636364,0.5,0.95,0.9875,0.7,11
0.9375,0.875,0.4375,0.975,0.9875,0.7125,11
0.866666667,0.866666667,0.977777778,0.8375,0.9125,0.9875,11
0.886363636,0.954545455,0.772727273,0.8875,1,0.85,11
0.886363636,0.818181818,0.886363636,1,0.975,0.975,11
0.916666667,0.958333333,0.979166667,0.9,0.7625,0.9125,11
0.930232558,0.88372093,1,0.9875,0.6875,0.975,11
0.959183673,0.87755102,0.836734694,1,0.95,0.95,11
0.891304348,0.826086957,0.869565217,1,0.8875,0.8,11
0.804878049,0.902439024,0.804878049,0.8,0.9375,0.95,11
0.87804878,0.926829268,0.682926829,0.925,0.9875,0.7125,11
0.97826087,0.913043478,0.608695652,0.95,0.925,0.8125,11
0.880952381,0.880952381,0.595238095,0.85,0.7,0.625,11
0.976744186,0.88372093,0.930232558,0.8,0.975,0.95,11
0.704545455,0.886363636,0.886363636,0.95,0.975,0.9375,11
0.880952381,0.857142857,1,0.9375,0.9625,0.975,11
0.977272727,0.818181818,0.954545455,0.975,0.9625,0.9375,11
0.785714286,0.857142857,0.880952381,0.9625,1,0.8375,11
0.85106383,0.936170213,0.893617021,0.9875,0.975,0.95,11
0.972972973,0.864864865,0.972972973,0.9625,1,0.9875,11
0.953488372,0.860465116,0.837209302,0.9,0.9125,0.9,11
0.97826087,0.97826087,0.717391304,0.7875,0.875,0.7125,11
0.88372093,0.627906977,0.906976744,1,0.8625,0.95,11
0.911111111,0.933333333,0.911111111,0.975,0.85,0.9,11
0.936170213,0.936170213,1,0.9,0.8,1,11
0.880952381,0.785714286,0.952380952,0.9125,0.975,1,11
0.959183673,0.755102041,0.693877551,0.9125,0.9,0.8125,11
0.925925926,0.981481481,0.796296296,0.95,1,0.8875,11
0.854166667,0.958333333,0.729166667,0.775,0.875,0.7875,11
0.813953488,0.76744186,0.697674419,0.8625,0.95,0.7875,11
0.956521739,0.956521739,0.97826087,0.8625,0.9625,1,11
0.904761905,0.880952381,0.976190476,0.8625,0.7875,0.95,11
0.916666667,0.9375,0.979166667,0.9875,0.9,1,11
0.906976744,0.953488372,0.790697674,0.9625,0.975,0.775,11
0.951219512,0.975609756,0.707317073,0.7625,0.9125,0.7375,11
0.93877551,0.775510204,0.979591837,0.9875,0.9625,0.9875,11
0.955555556,0.977777778,0.955555556,0.975,0.9625,0.975,11
0.976190476,0.904761905,0.833333333,0.8875,0.8,0.8,11
0.977272727,0.909090909,0.909090909,0.9375,0.975,0.925,11
0.977777778,0.844444444,1,0.9875,0.975,1,11
0.897959184,0.897959184,0.489795918,0.975,0.9,0.6125,11
0.930232558,0.860465116,0.953488372,0.8625,0.8,0.975,11
0.818181818,0.863636364,0.954545455,0.8625,0.875,0.975,11
0.931818182,0.977272727,0.886363636,0.9875,0.825,0.8625,11
0.872340426,0.765957447,0.765957447,0.9625,0.975,0.725,11
0.955555556,0.888888889,0.688888889,1,0.975,0.6625,11
0.951219512,0.951219512,0.756097561,0.9125,1,0.8375,11
0.87804878,0.902439024,0.780487805,0.8875,0.9875,0.875,11
0.933333333,0.911111111,0.866666667,0.925,0.975,0.8375,11
0.840909091,0.795454545,1,0.9375,0.9875,1,11
0.923076923,1,1,0.9,0.975,1,11
0.953488372,0.790697674,0.953488372,0.95,0.675,0.9125,11
0.976744186,0.720930233,0.627906977,1,0.95,0.7375,11
0.857142857,0.880952381,0.880952381,0.925,0.95,0.8875,11
0.9375,0.875,0.958333333,0.9875,0.475,0.9875,11
0.9,0.825,0.975,0.9125,0.975,1,11
0.85106383,0.787234043,0.978723404,1,1,1,11
0.857142857,0.87755102,1,0.9625,0.75,0.95,11
1,0.886363636,0.886363636,0.8375,0.9625,0.9125,11
0.909090909,0.863636364,0.590909091,0.9375,0.8625,0.6,11
0.777777778,0.911111111,1,0.9125,0.5625,1,11
0.8,0.888888889,0.977777778,0.9875,1,1,11
0.833333333,0.642857143,1,0.9875,0.975,1,11
0.704545455,0.909090909,0.863636364,0.825,0.7375,0.925,11
0.97826087,0.956521739,1,0.9625,1,1,11
0.888888889,0.866666667,0.577777778,0.7125,0.9625,0.7,11
