s1,s2,s3,c1,c2,c3,rank
0.863636364,0.545454545,0.931818182,0.9125,0.975,0.9625,11
1,0.854166667,0.979166667,1,0.9875,0.9625,11
0.880952381,0.833333333,0.976190476,0.9125,0.975,0.975,11
0.931818182,0.931818182,1,0.9875,0.9625,0.9875,11
0.979166667,0.875,0.583333333,0.9125,0.825,0.7375,11
0.931818182,0.931818182,0.863636364,0.775,0.7875,0.9,11
0.902439024,0.780487805,0.926829268,1,0.8875,0.875,11
0.933333333,0.955555556,0.644444444,0.95,0.925,0.8375,11
0.720930233,0.860465116,0.953488372,1,0.75,0.9875,11
1,0.976190476,0.880952381,0.7375,0.975,0.7875,11
0.893617021,0.936170213,0.914893617,1,0.7875,0.95,11
0.916666667,0.958333333,0.770833333,0.825,0.9625,0.9125,11
0.979166667,0.916666667,1,0.875,1,0.975,11
0.934782609,0.826086957,0.934782609,0.9625,0.9,0.95,11
0.888888889,0.8,0.955555556,0.9125,0.9375,1,11
0.888888889,0.8,0.666666667,0.825,0.975,0.6625,11
0.891304348,0.869565217,0.52173913,0.825,0.9,0.7,11
0.829787234,0.85106383,0.872340426,0.825,0.975,0.8375,11
0.864864865,0.837837838,1,0.9,0.9875,1,11
0.866666667,0.777777778,0.644444444,0.975,0.9875,0.6375,11
0.911111111,0.711111111,1,0.975,0.975,1,11
0.884615385,1,0.846153846,0.9,0.8375,0.8375,11
1,0.906976744,0.930232558,0.9875,0.975,0.9625,11
0.921052632,0.763157895,0.657894737,0.8625,0.9,0.675,11
0.818181818,0.795454545,0.977272727,0.9625,0.7375,1,11
0.914893617,0.914893617,0.914893617,1,1,0.9625,11
0.954545455,0.954545455,1,0.8875,0.9625,0.95,11
0.795454545,0.795454545,0.977272727,0.9375,0.9875,0.925,11
0.795454545,0.886363636,0.568181818,0.8625,0.9625,0.675,11
0.840909091,0.863636364,0.863636364,0.9625,0.9625,0.775,11
0.933333333,0.866666667,0.933333333,0.875,0.5875,0.9375,11
1,0.956521739,0.543478261,0.975,0.7625,0.6875,11
0.872340426,0.872340426,0.872340426,0.9375,0.9875,0.8125,11
0.880952381,0.857142857,0.880952381,1,0.925,1,11
0.921052632,1,0.973684211,0.925,0.9875,0.9625,11
0.954545455,0.909090909,0.75,0.9875,1,0.85,11
0.913043478,0.934782609,0.913043478,0.9,0.675,0.8625,11
0.955555556,0.933333333,0.955555556,0.9375,0.9875,0.8625,11
0.87755102,0.816326531,0.795918367,0.825,0.95,0.725,11
0.863636364,0.840909091,0.840909091,0.9,0.95,0.8875,11
1,0.923076923,1,0.95,0.975,0.975,11
0.953488372,0.88372093,0.976744186,0.8625,0.95,1,11
0.85106383,0.808510638,0.489361702,0.9375,0.95,0.65,11
0.918367347,0.918367347,0.918367347,0.9125,0.95,0.8625,11
0.909090909,0.909090909,0.886363636,0.9625,0.8625,0.775,11
0.930232558,0.837209302,0.860465116,0.925,0.95,0.9625,11
0.829787234,0.808510638,0.936170213,0.9125,0.825,0.975,11
1,0.902439024,0.463414634,0.975,0.975,0.675,11
0.875,0.9,0.6,0.9125,0.9875,0.6625,11
0.954545455,0.977272727,0.977272727,0.9,0.925,1,11
0.886363636,0.931818182,0.977272727,0.9625,0.8125,0.9625,11
0.931818182,0.818181818,0.568181818,0.8,0.7125,0.65,11
0.976744186,0.930232558,0.76744186,0.9625,0.9625,0.675,11
0.974358974,0.923076923,0.948717949,0.8625,0.9625,0.95,11
0.978723404,0.723404255,0.808510638,0.8875,0.975,0.85,11
0.872340426,0.85106383,1,0.9125,0.9125,1,11
0.822222222,0.822222222,1,0.975,0.9,1,11
0.634146341,0.487804878,1,0.8625,0.9,1,11
0.931818182,0.840909091,0.590909091,0.7625,0.9875,0.625,11
0.844444444,0.666666667,0.755555556,0.975,0.925,0.925,11
0.888888889,0.755555556,0.977777778,0.9,0.7875,1,11
0.847826087,0.804347826,0.695652174,0.9,0.9625,0.6875,11
0.977272727,0.931818182,0.977272727,0.9875,0.8625,0.9875,11
0.976744186,0.813953488,0.465116279,0.7,0.95,0.65,11
0.886363636,0.954545455,0.704545455,0.9625,1,0.75,11
0.880952381,0.761904762,0.880952381,0.95,0.525,0.9,11
0.891304348,0.782608696,0.608695652,0.8875,0.7625,0.6375,11
0.777777778,0.622222222,1,0.9125,0.8375,0.9625,11
0.5,0.833333333,0.5,0.5375,0.975,0.5375,11
0.928571429,0.880952381,0.833333333,0.9375,0.975,0.875,11
0.976744186,0.860465116,0.604651163,0.75,0.925,0.6625,11
0.82,0.92,1,0.975,1,1,11
0.911111111,0.822222222,0.866666667,0.925,0.8875,0.9375,11
0.829787234,0.85106383,0.723404255,0.9375,0.9,0.7625,11
0.822222222,0.866666667,0.822222222,0.8625,0.725,0.775,11
0.911111111,0.911111111,0.911111111,0.9875,0.9375,0.9,11
0.872340426,0.914893617,1,0.975,0.9,0.9625,11
0.755555556,0.777777778,0.466666667,0.925,0.775,0.6,11
0.952380952,0.714285714,0.952380952,0.95,0.9375,0.9875,11
0.921568627,0.862745098,0.705882353,0.9,0.575,0.7,11
0.97826087,0.934782609,0.956521739,0.95,1,0.9625,11
0.815789474,0.894736842,0.815789474,0.825,0.8625,0.65,11
0.954545455,0.840909091,0.818181818,0.825,0.9875,0.8875,11
0.953488372,0.976744186,0.674418605,0.95,0.7125,0.8,11
0.479166667,0.625,0.520833333,0.6125,0.95,0.6125,11
0.893617021,0.617021277,0.340425532,0.775,0.9125,0.675,11
1,0.636363636,0.840909091,0.775,0.9875,0.7125,11
0.936170213,0.808510638,0.85106383,0.9125,0.9875,0.8125,11
0.931818182,0.909090909,0.863636364,0.9,0.9375,0.9375,11
1,0.930232558,1,0.825,0.875,0.9875,11
0.931818182,0.840909091,0.909090909,1,0.925,0.9875,11
0.869565217,0.934782609,0.891304348,0.8375,1,0.9125,11
0.808510638,0.893617021,0.893617021,0.9375,0.8875,0.9,11
0.976190476,0.69047619,0.976190476,0.8875,0.8875,0.9875,11
0.923076923,0.769230769,0.480769231,0.7625,0.8625,0.6375,11
0.872340426,0.787234043,1,0.9375,0.975,0.9875,11
0.955555556,0.777777778,1,0.95,0.875,1,11
0.826086957,0.782608696,0.913043478,0.925,0.825,0.9625,11
0.923076923,1,0.615384615,0.9875,1,0.6875,11
0.869565217,0.913043478,0.869565217,1,0.925,0.925,11
0.913043478,0.934782609,1,1,0.6,1,11
0.829787234,0.872340426,0.957446809,0.8875,0.9875,1,11
0.909090909,0.909090909,1,0.9,0.9875,1,11
0.97826087,0.739130435,0.869565217,0.85,0.9,0.8625,11
0.818181818,0.704545455,0.5,0.8125,0.775,0.5875,11
0.953488372,0.930232558,0.930232558,0.9125,0.8375,0.95,11
0.909090909,0.954545455,0.613636364,0.95,0.725,0.7625,11
0.913043478,0.826086957,0.934782609,0.7,0.8625,1,11
0.9375,0.854166667,1,0.875,1,1,11
0.891304348,0.891304348,0.826086957,1,0.9625,0.9375,11
0.979166667,0.9375,0.979166667,0.9875,0.6,0.9875,11
0.723404255,0.914893617,0.638297872,0.8,0.8375,0.6875,11
0.975609756,1,0.951219512,0.85,0.875,0.85,11
0.777777778,0.866666667,1,0.95,0.975,1,11
0.954545455,0.909090909,0.931818182,0.8625,1,0.9125,11
1,0.956521739,0.826086957,0.975,0.9,0.9625,11
0.954545455,0.636363636,0.977272727,0.95,0.9375,0.95,11
0.909090909,0.909090909,0.909090909,0.95,0.975,0.9875,11
0.930232558,0.930232558,0.976744186,0.85,0.95,0.8875,11
0.88372093,0.930232558,0.76744186,0.8,0.9875,0.7875,11
0.87804878,0.926829268,0.951219512,1,0.85,1,11
1,0.844444444,0.866666667,0.9875,0.975,0.8875,11
0.976744186,0.88372093,0.860465116,0.9125,0.9125,0.8375,11
0.913043478,0.913043478,0.956521739,0.8875,0.8875,0.9375,11
0.76744186,0.906976744,0.930232558,0.9625,0.9125,0.9625,11
1,0.977272727,1,1,0.9875,0.9625,11
0.954545455,0.931818182,1,0.8375,0.9125,0.9875,11
0.977272727,0.727272727,0.704545455,0.9,0.925,0.725,11
0.9,0.675,0.7,0.9125,0.725,0.875,11
0.904761905,0.880952381,0.833333333,0.9,0.8625,0.9,11
0.97826087,0.956521739,0.956521739,0.975,0.9375,0.95,11
0.956521739,0.782608696,0.586956522,0.8125,0.95,0.675,11
0.911111111,0.933333333,0.622222222,0.9375,0.9125,0.7375,11
1,0.772727273,1,0.9625,0.9125,1,11
0.925,0.875,0.6,0.9875,0.9125,0.7625,11
0.977777778,0.977777778,0.777777778,0.9375,1,0.75,11
1,0.934782609,0.847826087,0.875,0.9875,0.9125,11
0.959183673,0.93877551,0.469387755,0.9375,0.7375,0.675,11
0.891304348,0.847826087,0.97826087,0.95,0.9875,0.9875,11
1,0.863636364,0.954545455,0.9125,0.95,0.9625,11
0.829268293,0.902439024,0.365853659,0.9125,0.9875,0.6625,11
0.844444444,0.8,0.466666667,0.6875,0.7375,0.55,11
1,0.93877551,0.673469388,0.925,1,0.8,11
0.979166667,0.958333333,0.833333333,0.9,0.8125,0.8125,11
0.844444444,0.911111111,0.644444444,0.95,0.975,0.7125,11
0.923076923,0.871794872,0.769230769,1,0.9875,0.85,11
0.976190476,0.952380952,1,0.9875,0.9875,1,11
1,0.926829268,0.609756098,0.8875,0.95,0.75,11
0.979591837,0.979591837,0.979591837,1,0.9875,1,11
0.955555556,0.822222222,1,0.7875,0.9375,0.9875,11
0.926829268,0.853658537,0.853658537,0.9875,0.975,0.9625,11
0.934782609,0.956521739,0.652173913,0.95,0.975,0.7,11
0.914893617,0.808510638,1,0.9,0.9625,0.9625,11
0.791666667,1,1,0.9125,0.975,0.95,11
0.978723404,0.936170213,0.957446809,0.875,0.85,0.975,11
0.930232558,0.906976744,0.88372093,0.925,0.9625,0.9125,11
0.87755102,0.836734694,0.755102041,0.8875,0.825,0.7625,11
0.782608696,0.695652174,0.956521739,0.925,0.9875,0.925,11
0.909090909,0.909090909,1,0.9875,0.975,1,11
0.9375,0.708333333,0.791666667,0.875,0.825,0.7,11
0.957446809,0.85106383,0.531914894,0.975,0.9875,0.6625,11
0.906976744,0.930232558,0.837209302,0.8625,0.5875,0.7875,11
0.829787234,0.85106383,0.744680851,0.9375,0.9875,0.75,11
0.857142857,0.87755102,0.836734694,0.85,0.8875,0.7875,11
0.931818182,0.977272727,0.977272727,0.8,0.925,0.9,11
1,0.936170213,0.914893617,1,0.9375,0.875,11
0.934782609,0.934782609,0.869565217,0.9,0.9625,0.8875,11
0.978723404,0.872340426,1,0.95,0.975,1,11
0.933333333,0.933333333,0.955555556,0.8125,0.8375,0.875,11
0.866666667,0.888888889,0.755555556,0.9125,0.925,0.725,11
1,0.886363636,0.977272727,0.95,0.9375,0.95,11
0.972972973,0.891891892,0.972972973,1,0.9875,0.8875,11
1,0.75,0.795454545,0.925,0.825,0.7375,11
0.882352941,0.843137255,0.960784314,0.9375,0.8875,0.925,11
0.869565217,0.891304348,1,0.975,0.85,0.9875,11
0.972972973,0.810810811,0.783783784,0.825,0.7875,0.8625,11
0.916666667,0.875,0.75,0.9625,0.95,0.7375,11
0.826086957,0.956521739,0.869565217,0.9875,1,0.8875,11
0.961538462,0.788461538,1,1,0.975,1,11
0.913043478,0.913043478,1,0.85,1,1,11
0.921568627,0.764705882,0.529411765,0.925,0.7875,0.7875,11
0.857142857,0.928571429,0.928571429,0.925,0.925,0.975,11
0.857142857,0.976190476,0.904761905,0.875,0.9875,0.9,11
0.975,0.875,0.875,0.875,1,0.9875,11
0.975,0.925,0.925,0.8875,0.8875,0.9,11
0.952380952,0.857142857,0.833333333,0.825,0.85,0.85,11
0.928571429,0.547619048,0.69047619,0.9625,0.9125,0.6625,11
0.869565217,0.956521739,0.97826087,0.9625,0.9375,0.9375,11
0.840909091,0.909090909,0.931818182,0.9125,0.975,0.975,11
0.976744186,0.906976744,0.88372093,0.8,0.975,0.9375,11
0.875,0.825,0.825,0.975,0.9625,0.8625,11
0.979591837,0.836734694,1,0.875,0.95,1,11
0.903846154,0.903846154,0.769230769,0.975,1,0.8875,11
0.734693878,0.959183673,0.959183673,0.9375,0.9875,1,11
0.808510638,0.829787234,0.936170213,0.9,1,1,11
0.921568627,0.882352941,0.392156863,0.9625,0.8125,0.6625,11
0.914893617,0.914893617,0.808510638,0.975,0.9625,0.875,11
0.837209302,0.860465116,0.465116279,0.9625,0.8375,0.675,11
0.830188679,0.849056604,0.566037736,0.75,0.7875,0.65,11
0.954545455,0.954545455,0.954545455,0.875,0.925,0.95,11
0.860465116,0.627906977,0.790697674,0.9375,0.975,0.7625,11
0.829787234,0.829787234,0.70212766,0.9625,1,0.7625,11
0.733333333,0.866666667,0.844444444,0.9375,0.9375,0.8875,11
1,0.80952381,1,1,0.925,1,11
0.9,0.85,0.65,0.8375,0.9875,0.8375,11
0.958333333,0.958333333,0.395833333,0.925,1,0.6375,11
0.955555556,0.911111111,0.533333333,0.925,0.9875,0.75,11
0.958333333,0.9375,0.520833333,0.7875,0.9125,0.675,11
0.361702128,0.638297872,0.638297872,0.5875,0.9875,0.5875,11
0.934782609,0.847826087,1,0.925,0.925,0.975,11
0.904761905,0.833333333,1,0.975,0.6375,1,11
0.840909091,0.886363636,1,0.85,0.9875,1,11
0.976744186,0.860465116,0.976744186,0.875,0.9375,1,11
0.911111111,0.844444444,1,0.9875,0.825,1,11
0.765957447,0.914893617,1,0.8375,0.95,1,11
0.914893617,0.70212766,0.595744681,0.975,0.8625,0.8,11
0.976190476,1,0.380952381,0.9875,0.7875,0.6375,11
0.904761905,0.880952381,0.833333333,0.925,0.9875,0.7625,11
0.891304348,0.934782609,0.97826087,0.9,0.95,0.9625,11
0.979591837,0.836734694,0.795918367,0.95,0.8,0.8875,11
1,1,0.956521739,1,0.9875,0.95,11
0.979166667,0.875,0.770833333,0.8875,0.9875,0.8375,11
1,0.931818182,0.795454545,0.9875,0.95,0.7625,11
0.934782609,0.956521739,0.97826087,0.9625,0.9625,1,11
0.976190476,0.928571429,0.904761905,1,0.95,0.975,11
0.891304348,0.652173913,0.97826087,0.925,0.7875,0.9875,11
1,0.844444444,0.777777778,0.9375,0.7375,0.7,11
0.833333333,0.785714286,0.380952381,0.8,0.8375,0.6875,11
0.955555556,0.577777778,0.622222222,0.9625,0.975,0.7375,11
0.954545455,0.795454545,0.613636364,0.6375,0.7,0.6875,11
0.9375,0.833333333,1,0.85,0.925,1,11
0.953488372,0.88372093,1,0.9625,0.9625,0.9625,11
0.956521739,0.97826087,0.891304348,0.9625,1,0.9,11
0.818181818,0.931818182,0.954545455,0.775,0.9875,0.975,11
0.98,0.82,0.98,0.9625,0.9875,1,11
0.9,0.9,0.95,0.775,0.9375,0.975,11
0.894736842,0.842105263,0.842105263,0.95,0.7,0.85,11
0.739130435,0.782608696,0.804347826,0.8875,0.9625,0.9375,11
0.951219512,0.804878049,0.756097561,0.95,0.975,0.8,11
0.862745098,0.862745098,0.62745098,0.925,0.975,0.775,11
0.955555556,0.911111111,0.933333333,0.975,0.925,0.9875,11
0.953488372,0.953488372,0.860465116,0.7625,1,0.8625,11
0.875,0.925,0.875,0.9875,0.9875,0.95,11
0.911111111,0.866666667,0.955555556,0.6875,0.975,1,11
0.931818182,0.863636364,1,0.925,0.85,1,11
0.829268293,0.756097561,0.853658537,0.8375,0.7875,0.8875,11
1,0.880952381,0.714285714,0.8125,0.95,0.7875,11
0.888888889,0.911111111,0.533333333,0.9375,0.85,0.75,11
1,0.934782609,0.630434783,0.9625,0.975,0.6625,11
0.911111111,0.888888889,0.888888889,0.9875,0.8125,0.9375,11
0.951219512,1,0.756097561,0.9375,0.9875,0.85,11
0.826086957,0.804347826,0.543478261,0.775,0.925,0.6875,11
1,0.977272727,1,0.9125,0.975,0.9375,11
0.916666667,0.833333333,0.729166667,0.9125,0.9875,0.7375,11
0.979166667,0.833333333,0.854166667,0.9625,1,0.8875,11
0.976744186,0.953488372,0.976744186,0.9375,0.925,1,11
0.893617021,0.808510638,0.70212766,0.85,0.725,0.725,11
0.833333333,0.944444444,0.916666667,0.9625,0.6625,0.975,11
0.880952381,0.928571429,1,0.925,0.8,0.9875,11
0.847826087,0.934782609,1,0.9,0.925,1,11
0.925,0.925,0.975,0.9625,0.7,1,11
1,0.977777778,0.888888889,1,0.9375,0.775,11
0.930232558,0.720930233,0.976744186,0.9875,0.8875,1,11
0.976190476,0.928571429,0.928571429,0.875,0.9625,0.8875,11
0.866666667,0.911111111,0.844444444,0.8875,0.95,0.8125,11
0.857142857,0.857142857,0.80952381,0.8875,0.975,0.925,11
0.961538462,0.846153846,0.980769231,0.9625,0.95,1,11
0.770833333,0.666666667,0.604166667,0.9,0.8875,0.825,11
0.956521739,0.934782609,0.543478261,1,0.85,0.7125,11
1,0.895833333,0.6875,0.925,0.925,0.7375,11
0.88372093,0.813953488,0.906976744,0.85,0.6875,0.9,11
0.88372093,0.930232558,0.930232558,0.9375,0.9625,0.9875,11
0.840909091,0.886363636,0.590909091,0.9,0.675,0.6125,11
0.933333333,0.844444444,0.688888889,0.9,0.825,0.7875,11
1,0.866666667,0.955555556,0.825,0.9875,0.9625,11
0.92,0.94,0.66,0.9625,0.9875,0.7375,11
0.75,0.825,0.75,0.95,0.8625,0.7625,11
0.857142857,0.833333333,0.619047619,0.8,0.875,0.725,11
0.913043478,0.913043478,0.847826087,0.9,0.8,0.8,11
0.760869565,0.956521739,0.956521739,0.9125,0.95,1,11
0.916666667,0.916666667,0.9375,0.9125,0.9875,1,11
0.761904762,0.857142857,0.428571429,0.7625,0.925,0.6,11
0.948717949,0.948717949,1,0.9125,0.675,0.9875,11
0.948717949,0.794871795,0.974358974,0.8875,0.7625,1,11
0.977777778,0.777777778,0.555555556,0.925,0.975,0.725,11
0.854166667,0.8125,0.875,0.9875,0.9125,0.95,11
0.933333333,0.733333333,0.622222222,0.925,0.95,0.8,11
1,0.956521739,0.934782609,0.8875,0.8625,0.8625,11
0.97826087,0.826086957,0.956521739,0.975,0.9625,0.925,11
0.954545455,0.909090909,0.931818182,0.95,0.925,0.9625,11
0.918367347,0.836734694,0.673469388,0.9375,0.9,0.7625,11
0.847826087,0.826086957,0.695652174,0.9875,1,0.8125,11
0.904761905,0.857142857,0.547619048,0.8625,0.7,0.6875,11
0.88,0.88,0.98,0.9625,0.95,0.975,11
0.909090909,0.795454545,0.659090909,0.85,0.9875,0.8625,11
0.8,0.933333333,0.911111111,0.9,0.95,0.9625,11
0.975,0.525,0.925,0.8625,0.8625,0.9875,11
0.979166667,0.9375,0.9375,0.85,0.95,0.9125,11
0.9,0.8,0.88,0.925,0.825,0.95,11
0.958333333,0.916666667,0.979166667,1,0.975,0.9375,11
0.897435897,0.923076923,0.846153846,0.9,0.7625,0.875,11
1,0.782608696,0.956521739,1,0.95,0.8375,11
0.911111111,0.866666667,0.955555556,0.9875,1,0.9625,11
1,0.886363636,0.931818182,0.95,0.9625,0.9375,11
0.934782609,0.956521739,0.586956522,0.7625,0.8875,0.7375,11
1,0.952380952,0.738095238,0.8875,0.95,0.85,11
0.913043478,0.913043478,0.913043478,0.925,0.95,0.9375,11
0.789473684,0.763157895,1,0.925,0.9875,1,11
0.936170213,0.893617021,0.978723404,0.775,0.8875,0.975,11
0.847826087,0.869565217,0.891304348,0.8625,1,0.9875,11
0.933333333,1,0.4,0.9625,0.9625,0.7,11
0.914893617,0.893617021,0.765957447,0.9125,0.975,0.775,11
0.8,0.888888889,1,0.9625,0.9375,0.9875,11
0.790697674,0.860465116,0.488372093,0.9875,1,0.6625,11
0.955555556,0.822222222,0.622222222,0.8875,0.975,0.6625,11
0.934782609,0.739130435,0.97826087,0.975,0.7,1,11
0.976744186,0.930232558,0.976744186,1,0.6625,0.9375,11
0.948717949,1,0.846153846,0.975,0.8875,0.9,11
0.978723404,0.85106383,0.978723404,0.9625,0.925,1,11
1,0.84,0.54,0.8,0.85,0.7125,11
0.956521739,0.956521739,0.804347826,0.825,0.9,0.6875,11
0.974358974,0.897435897,0.948717949,1,0.975,0.975,11
1,0.785714286,0.904761905,0.975,0.9625,0.95,11
0.863636364,0.931818182,0.818181818,0.9,1,0.825,11
0.857142857,0.880952381,0.571428571,0.9625,0.975,0.725,11
0.869565217,0.782608696,0.934782609,0.9625,0.9,0.825,11
0.928571429,0.428571429,0.976190476,0.85,0.8875,1,11
0.95,0.875,1,0.8625,0.975,0.9875,11
0.902439024,1,0.902439024,0.925,0.9,0.8125,11
0.893617021,0.787234043,0.872340426,0.975,0.9625,0.9375,11
0.92,0.88,0.68,0.85,0.7875,0.7375,11
1,0.975609756,0.951219512,0.975,0.975,0.925,11
